Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Createur_de_la_donnee,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,CP,Ville,nom_departement,nom_region,nom_membre,raison_sociale
Conférence sur DEBUSSY et l'impressionnisme musical,"['Conférence', 'Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert', ""Son et lumière, feu d'artifice""]",49.043223,0.251326,Fervaques Château le KINNOR,Conseil Départemental du Calvados,2026-04-09, http://www.chateaulekinnor.com/,,,14140,Livarot-Pays-d'Auge,Calvados,Normandie,Livarot-Pays-d'Auge,CA Lisieux Normandie
COMPLET - Spectacle : Sarah Schwab,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert', 'Spectacle']",49.6432256,-1.6821972,Equeurdreville-Hainneville Avenue du Thivet Espace Culturel de l'AGORA,OT Cotentin,2026-05-05, https://www.encotentin.fr/votre-agenda/,,,50120,Cherbourg-en-Cotentin,Manche,Normandie,Cherbourg-en-Cotentin,CA du Cotentin
Festival Barfest 2026,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert']",49.66941,-1.25919,Lieu-dit Le Cracko,OT Cotentin,2026-04-29, https://www.encotentin.fr/live/rendez-vous/billetterie/,,,50760,Barfleur,Manche,Normandie,Barfleur,CA du Cotentin
Concours d'Attelage,"['Fête et manifestation', ""Point d'intérêt"", 'Compétition sportive', 'Évènement sports et loisirs']",49.7898208,1.0089325,Hippodrome Route de Pierreville,Office de Tourisme Terroir de Caux,2026-05-04, https://www.facebook.com/profile.php?id=100063776221036,,,76730,Bacqueville-en-Caux,Seine-Maritime,Normandie,Bacqueville-en-Caux,CC Terroir de Caux
Fête du cheval,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Evènement social', 'Évènement sports et loisirs', 'Fête traditionnelle', ""Son et lumière, feu d'artifice""]",49.7890051,1.0058098,Hippodrome,Office de Tourisme Terroir de Caux,2026-05-04, https://www.tropevent.com/event/FR-2021-08-14-Soiree-cochon-grille-18492471598934767?fbclid=IwAR0ZtMiX-0HIyGbhDjLmCmXJn_oooXhzyKWl6OJInGUPUATvC7YvBh6bLiA,,,76730,Bacqueville-en-Caux,Seine-Maritime,Normandie,Bacqueville-en-Caux,CC Terroir de Caux
Rallye touristique,"['Fête et manifestation', ""Point d'intérêt"", 'Évènement sports et loisirs', 'Rallye']",49.633131,1.01966,Place de St Ouen,Office de Tourisme Terroir de Caux,2026-05-04,,,,76890,Saint-Ouen-du-Breuil,Seine-Maritime,Normandie,Saint-Ouen-du-Breuil,CC Terroir de Caux
Fête Saint-Laurent,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Evènement social', 'Fête traditionnelle', ""Son et lumière, feu d'artifice""]",49.633131,1.01966,Stade et salle polyvalente,Office de Tourisme Terroir de Caux,2026-05-04,,,,76890,Saint-Ouen-du-Breuil,Seine-Maritime,Normandie,Saint-Ouen-du-Breuil,CC Terroir de Caux
Sortie Patrimoine,"['Fête et manifestation', ""Point d'intérêt"", 'Randonnée, balade', 'Évènement sports et loisirs']",49.8438551,0.9688402,Rue des Canadiens Salle des Deux Vallées,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Soirée Harengs,"['Fête et manifestation', ""Point d'intérêt"", 'Evènement social', 'Fête traditionnelle']",49.8438551,0.9688402,Rue des Canadiens Salle des Deux Vallées,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Concours de pétanque,"['Fête et manifestation', ""Point d'intérêt"", 'Compétition sportive', 'Évènement sports et loisirs']",49.8430072,0.96308404,Mairie Rue de la Vallée,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Concours de pétanque,"['Fête et manifestation', ""Point d'intérêt"", 'Compétition sportive', 'Évènement sports et loisirs']",49.8430072,0.96308404,Mairie Rue de la Vallée,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Concours de pétanque,"['Fête et manifestation', ""Point d'intérêt"", 'Compétition sportive', 'Évènement sports et loisirs']",49.8430072,0.96308404,Mairie Rue de la Vallée,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Commémoration Fête Nationale,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Commémoration']",49.8428876,0.9630404,Mairie Rue de la Vallée,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Commémoration des anciens combattants,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Commémoration']",49.8428876,0.9630404,Mairie Rue de la Vallée,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Commémoration des anciens combattants,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Commémoration']",49.8428876,0.9630404,Mairie Rue de la Vallée,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Soirée de l'Amicale des Anciens Elèves,"['Fête et manifestation', ""Point d'intérêt"", 'Animation locale', 'Evènement social']",49.8430072,0.96308404,Salle des Deux Vallées,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Soirée Moules frites,"['Fête et manifestation', ""Point d'intérêt"", 'Animation locale', 'Evènement social']",49.8430072,0.96308404,Salle des Deux Vallées,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Soirée du Comité des Fêtes,"['Fête et manifestation', ""Point d'intérêt"", 'Animation locale', 'Evènement social']",49.8430072,0.96308404,Salle des Deux Vallées,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Exposition de Peinture,"['Évènement culturel', 'Fête et manifestation', 'Exposition', ""Point d'intérêt""]",49.8422254,0.965262,Rue des Canadiens Salle des deux vallées,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Foire à tout,"['Fête et manifestation', ""Point d'intérêt""]",49.8420485,0.96625564,Stade de foot,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Gouter Halloween,"['Fête et manifestation', ""Point d'intérêt"", 'Evènement social', 'Fête traditionnelle', 'Carnaval']",49.8438551,0.9688402,Rue des Canadiens Salle des 2 vallées,Office de Tourisme Terroir de Caux,2026-05-04,,,,76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
[Stage d'écriture] Une nouvelle  au pays de Maupassant,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",49.9275109,1.0878759,Lieu communiqué lors de l'inscription,Office de Tourisme de Dieppe-Normandie,2026-05-04, https://www.amisdesmots.fr/,,,76200,Dieppe,Seine-Maritime,Normandie,Dieppe,CA de la Région Dieppoise
Fête de la Saint Aubin- Foire à tout et Fête foraine,"['Brocante', 'Fête et manifestation', ""Point d'intérêt"", 'Evènement commercial', 'Evènement social', 'Fête traditionnelle']",49.688122,0.810179,Rue des Écoles,Communauté de communes Plateau de Caux,2026-05-04,,,,76560,Yvecrique,Seine-Maritime,Normandie,Yvecrique,CC Plateau de Caux
Concours de manille,"['Fête et manifestation', ""Point d'intérêt"", 'Compétition sportive', 'Évènement sports et loisirs']",49.688122,0.810179,Rue des Écoles,Communauté de communes Plateau de Caux,2026-05-04,,,,76560,Yvecrique,Seine-Maritime,Normandie,Yvecrique,CC Plateau de Caux
Concours de pétanque doublette,"['Fête et manifestation', ""Point d'intérêt""]",49.688122,0.810179,Rue des Écoles,Communauté de communes Plateau de Caux,2026-05-04,,,,76560,Yvecrique,Seine-Maritime,Normandie,Yvecrique,CC Plateau de Caux
Fête de la Saint Aubin-Concours de dominos,"['Fête et manifestation', ""Point d'intérêt""]",49.688122,0.810179,Rue des Écoles,Communauté de communes Plateau de Caux,2026-05-04,,,,76560,Yvecrique,Seine-Maritime,Normandie,Yvecrique,CC Plateau de Caux
Balade commentée de Bellême,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.3749206,0.56300936,Office de tourisme Boulevard Bansard des Bois,CdC des Collines du Perche Normand,2026-01-28,,,,61130,Bellême,Orne,Normandie,Bellême,CC des Collines du Perche Normand
Balade commentée de Bellême,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.3749206,0.56300936,Office de tourisme Boulevard Bansard des Bois,CdC des Collines du Perche Normand,2026-01-28,,,,61130,Bellême,Orne,Normandie,Bellême,CC des Collines du Perche Normand
Balade commentée de Bellême,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.3749206,0.56300936,Office de tourisme Boulevard Bansard des Bois,CdC des Collines du Perche Normand,2026-01-28,,,,61130,Bellême,Orne,Normandie,Bellême,CC des Collines du Perche Normand
Journée caritative Octobre Rose,"['Fête et manifestation', ""Point d'intérêt"", 'Evènement commercial', 'Animation locale', 'Marché', 'Randonnée, balade', 'Evènement social', 'Évènement sports et loisirs']",48.589028,0.7140959,Salle des fêtes et préau,Office de Touisme des Hauts du Perche,2026-03-31,,,,61290,L'Hôme-Chamondot,Orne,Normandie,L'Hôme-Chamondot,CC des Hauts du Perche
Randonnée autour du Pas Saint l'Homer,"['Fête et manifestation', ""Point d'intérêt"", 'Randonnée, balade', 'Évènement sports et loisirs']",48.4961698,0.93421379,Place de la mairie Salle communale,Office de Touisme des Hauts du Perche,2026-03-31,,,,61290,Le Pas-Saint-l'Homer,Orne,Normandie,Le Pas-Saint-l'Homer,CC des Hauts du Perche
Soirée Sans Ecran,"['Évènement culturel', 'Fête et manifestation', 'Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Spectacle']",48.5292284,0.76064809,LONGNY AU PERCHE Rue de Milverton,Office de Touisme des Hauts du Perche,2026-03-31, https://felix-leclerc.college.ac-normandie.fr/,,,61290,Longny les Villages,Orne,Normandie,Longny les Villages,CC des Hauts du Perche
Pratique du Mouvement avec la méthode Feldenkrais,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",48.5966104,0.6000633,Lieu privé à 10min entre Tourouvre et Mortagne,Office de Touisme des Hauts du Perche,2026-03-31, http://www.tinuvieleparmentier.com/contact/,,,61190,Tourouvre au Perche,Orne,Normandie,Tourouvre au Perche,CC des Hauts du Perche
"Stages Danse, Improvisation et Création","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",48.5966104,0.6000633,Lieu privé à 10min entre Tourouvre et Mortagne,Office de Touisme des Hauts du Perche,2026-03-31, https://tinuvieleparmentier.com/<> http://www.tinuvieleparmentier.com/contact/,,,61190,Tourouvre au Perche,Orne,Normandie,Tourouvre au Perche,CC des Hauts du Perche
Soirée Blackminton,"['Fête et manifestation', 'Portes ouvertes', ""Point d'intérêt"", 'Evènement commercial']",48.590669,0.651875,TOUROUVRE Rue du General de Gaulle Salle Zunino,Office de Touisme des Hauts du Perche,2026-03-31, https://moveonup.fr/lasociete.html,,,61190,Tourouvre au Perche,Orne,Normandie,Tourouvre au Perche,CC des Hauts du Perche
Fête communale et vide-grenier,"['Brocante', 'Fête et manifestation', ""Point d'intérêt"", 'Evènement commercial', 'Evènement social', 'Fête traditionnelle']",48.4977365,0.93226794,Impasse des maisons neuves,Office de Touisme des Hauts du Perche,2026-03-31,,,,61290,Le Pas-Saint-l'Homer,Orne,Normandie,Le Pas-Saint-l'Homer,CC des Hauts du Perche
Soirée dansante,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert', 'Festival', 'Récital']",48.5872483,0.64586684,TOUROUVRE Rue du General de Gaulle Salle Polyvalente Zunino,Office de Touisme des Hauts du Perche,2026-03-31,,,,61190,Tourouvre au Perche,Orne,Normandie,Tourouvre au Perche,CC des Hauts du Perche
Comice Agricole du Canton de Vimoutiers,"['Fête et manifestation', ""Point d'intérêt"", 'Animation locale', 'Evènement social']",48.891742,0.343971,Rue du Grand Jardin Domaine du Grand Jardin,OT des Vallées d'Auge et du Merlerault,2026-02-17,,,,61470,Sap-en-Auge,Orne,Normandie,Sap-en-Auge,CC des Vallées d'Auge et du Merlerault
Rando Gourmande,"['Fête et manifestation', ""Point d'intérêt"", 'Animation locale', 'Randonnée, balade', 'Evènement social', 'Évènement sports et loisirs']",48.891742,0.343971,Rue du Grand Jardin Domaine du Grand Jardin,OT des Vallées d'Auge et du Merlerault,2026-01-29,,,,61470,Sap-en-Auge,Orne,Normandie,Sap-en-Auge,CC des Vallées d'Auge et du Merlerault
Jazz sous les cerisiers,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert']",48.891742,0.343971,Rue du Grand Jardin Domaine du Grand Jardin,OT des Vallées d'Auge et du Merlerault,2026-04-08, http://le-grand-jardin.asso.fr/,,,61470,Sap-en-Auge,Orne,Normandie,Sap-en-Auge,CC des Vallées d'Auge et du Merlerault
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
Spectacle équestre de Noël,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,Haras national du Pin,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
Marché de Noël du Haras national du Pin,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Evènement commercial', 'Festival', 'Marché', 'Spectacle', 'Évènement sports et loisirs', ""Son et lumière, feu d'artifice""]",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,Haras national du Pin,2026-03-23, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,Orne Tourisme,2026-04-01, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
Spectacle équestre d'automne,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,Haras national du Pin,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, Cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
Spectacle équestre de l'été,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,Haras national du Pin,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
"Spectacle équestre : Genesis, cheval de spectacle - L'incroyable aventure","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Spectacle', 'Évènement sports et loisirs']",48.7386255,0.1469656,Haras national du Pin Manège d'Aure,OT des Vallées d'Auge et du Merlerault,2026-04-05, https://www.haras-national-du-pin.com/,,,61310,Le Pin-au-Haras,Orne,Normandie,Le Pin-au-Haras,CC Terres d'Argentan Interco
Visite des maquettes d'Alençon,"['Fête et manifestation', ""Point d'intérêt""]",48.4299663,0.0895704,Maison d'Ozé,OT CUA ALENCON,2026-04-29,,,,61000,Alençon,Orne,Normandie,Alençon,CU d'Alençon
Granville en musique - scène ouverte,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
Granville en musique - scène ouverte,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
Granville en musique - scène ouverte,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
Granville en musique - scène ouverte,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
Granville en musique - scène ouverte,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
Granville en musique - scène ouverte,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
Granville en musique - scène ouverte,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
Granville en musique - scène ouverte,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
À vos jeux,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Evènement jeune public']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure Le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
À vos jeux,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Evènement jeune public']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure Le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
À vos jeux,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Evènement jeune public']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure Le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
À vos jeux,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Evènement jeune public']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure Le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
À vos jeux,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Evènement jeune public']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure Le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
À vos jeux,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Evènement jeune public']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure Le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
À vos jeux,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Evènement jeune public']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure Le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
À vos jeux,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Evènement jeune public']",48.8397662,-1.5968283,5 Rue de la Falaise Bar Hôtel Mercure Le Grand Large,OT Granville Terre et Mer,2026-03-10, https://all.accor.com/hotel/6644/index.fr.shtml,,,50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
Les oiseaux du bocage,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite', 'Randonnée, balade', 'Évènement sports et loisirs']",49.3786136,-1.3989151,Rue de l'Eglise,Parc Naturel Régional des Marais du Cotentin et du Bessin,2026-04-01, https://parc-cotentin-bessin.fr/,,,50360,Picauville,Manche,Normandie,Picauville,CC de la Baie du Cotentin
